Text,Label
its not they just don't want whites coming together as one.bc their scared n knw we are the master race,1
my conscience is clear . i am not a flak for genocidal jew-hating jihadis like you - you know what a guilty conscience is .,1
what people don't understand is that whiteness and white property are inherently violent and evil  so v,1
#mollymacauley was stabbed to death by feral racist blacks who've been told white ppl are evil by democrats,1
"People like this need put down, euthanized. Not just thrown into prison for us to pay for their food and care for decades. https://www.breitbart.com/texas/2018/07/13/texas-m... #MAGA #Trump ##GabFam",1
not a fan  but agree with you on the 20 and 30 something #cuckservatives . their columns are #yuge ammunition for trump,1
dear white people  jews are flooding your nations with savages from the middle east & openly admit it .,1
i'm sorry you lost your good workers  let the white crackers do some work to see how bad they are,1
so many #superbowl commercials have crude sexual references in them #thanksjews,1
christian are worshipping a god that commanded people to kill gay and apostate ! ! be skeptic toward your bible folk ..,1
the problem is stupid white liberals who vote against their own culture  society  people  and best interest .,1
retweeted ku klux klan ( ): kkk alive and well white brother hood unite ku klux klan,1
90 % of all interracial crime is black on white . white people have paid a terrible price for trying to live with blacks .,1
"Find the guilty bastards, hang them from their balls and spin them!!!",1
useless turds . in a year all non-fag white men will be with us .,1
we must keep the white race  i am ashamed to be british  i find asians disgusting & repulsive & blackie's  they are a disease !,1
10 % of norwegian women raped by muslim invaders  half before they were 18 via,1
true. it's the rare white person who can be as clever as i am.,1
of course a jihadist is a muslim u idiot,1
its okay  she was another fat  childless  depressed anti-white slug . the world is a better pla,1
" christian hate minister walid shoebat says  "" kill gays "" "" """,1
whether it is jews like shapiro  english faggots like cooke  or creatures of #truconservatism like ted cruz  they have no ethnic appeal,1
: race-mixing new york mayor grants benefits card to 500000 illegal non-white invaders,1
" they gotta go . not about  "" hate "" "" - just recognizing them as hostile alien enemies of white race """,1
white trash and heroin  perfect together,1
i do however hate southern white racists like yourself and mr . wallace !,1
jewish professor calls for white genocide  says white males should commit suicide | read more :,1
white us president candidate has zero percent support from negroes via,1
white people need to start killing the enemy,1
jews need to evacuate white nations and live in israel . that's something i'm not compromising on .,1
yeah faggots,1
"they are murderers, thieves and rapists. there is nothing devout or pure about them. they are degenerate satanists.",1
was about time ... let's make those fat white people lose some weight .,1
you globalist scumbag. one of soro's puppets #lowlife,1
thank merkel for allowing 3rd world muslim savages to come to germany,1
"Also, I can't imagine anything more counterproductive than getting into fights with shit-tier niggers and other diversity when those aren't the people who have socially engineered the destruction of your homeland.",1
people create their own poverty . end of story . #tcot #blackinamerica #lowblackiq,1
u phukkine white moon phag it,1
wow .. look at you ... white trash.hope i see you on the street .,1
Another shit talking Nigger that needs a bullet in his head. 😠😠😠😠,1
shut up . you're a degenerate  lying anti-white racist . the video is available for everyone,1
Those filthy traitors must hang!!!,1
diversity is codeword for anti white . diversity equals death  jews wish to see you exterminated . what are you doing about it ? join,1
people like you are actually white trash,1
ston poet - racist crackers,1
you're such a stupid nigger that you don't even know what pseudo means.,1
it was also run by cucks and faggots that have no pride in who they are,1
yes  that's true  there are jews that hate blacks & beaners but ultimately their loyalty is with jews not whites,1
"I unironically believe an ugly, ungrateful barren cunt like Sarah Jeong should be harassed and bullied until she cracks under pressure. She has preemptively blocked half of the Internet to protect her ego already. Keep it coming.",1
repeal all gun and drug laws . problem mainly solved . most black people  unfortunately  support the wars on both,1
"  "" i hate you all "" "" - racist note from the black boy who raped his white teacher & slit her throat via """,1
( ( ( msm ) ) ): whites are evil racist planet killers and need to stop breeding also white countries must have non-white immigration to survive,1
"If only we could simply rise up and kill every nigger and jew in America just like niggers did to whites in Haiti, but our police state is locked down pretty tight.",1
white trash,1
your girl is fat af. who will listen to a man who loves on an inferior being? #nofatties,1
who cares if hes illegal. these people are savages. its no wonder mexico is a shithole country,1
they are out smarting u . anither proof had the whites not raped the world they wud have been puny little bugs !,1
long live the indian nation ! long live its glory ... death to the enemies ... friends happy independence day .,1
third world mongrels bring third world problems,1
so get out there and vote for a staunch supporter of fetal murder you racists amirite ? cuck . you're worse than shameless .,1
christians & jews don't kill when one of their syangoges of churches are defiled . afghani's are a sick bunch .,1
cuckservatives : trump and white identity politics via #cuckservative #gopsmartset #trump2016,1
brain damage!! blacks never created anything but human shit,1
take this epithet seriously ! to sharia observant followers of islam  kafirs are indeed on a par with animals !,1
family of shitskin ingrates tries to put one over white america  gullible status-whoring white via,1
still believing in the 6 - million-murdered #jewish #holocaust myth is sort of like believing in santa when you're 40 :,1
there are more black abortions alone than white abortions . abortion generally affects the most dysgenic groups .,1
liberalism only sees individuals . it doesn't see ethnic networks like jews in the media or pakis and indians dominating gas stations,1
why would any white person want to be around a fat black guy ? the smell alone  would be overbearing .,1
jewish #bolshevik rape - it's not just the muslims who rape #german and european women by the thousands,1
Throw every one of the traitor son of a bitches off the bench and hang them RFN!!!!!!!!!!!!!!!!,1
" rt how exactly are most jews  "" good people "" "" ? almost all jews are anti-white and are not honest about jewish supremacy in america """,1
lol ~ english-imposter jew-sanders is commie hypocrite lives in lily-white state of vermont where [ white lives matter ],1
you jews & cucks have been leeches on america's right wing instincts for 60 years  and built only a house of cards .,1
: racist attacks on white dutch people by mobs of muslim immigrants continue ( video ),1
this human ( not sure actually ) is vile racist pond scum,1
" got to side with roosh on  "" promotion of masculinity "" "" which is anathema to preening  effeminate cuckservatives """,1
i hate black people  if it's not white it's not right #kkk #whitepower,1
the cultural jewel of the south has become a cesspit for trannies and third-worlders .,1
that will do for me ! #holohoax #fliers #activism,1
i hope that #trump picks a harmless white man from the south like sessions as his vp---no women  no coons of any stripe .,1
he gives priority to syrian rapugees rather the unemployed  he favors race wars black vs white,1
this is a war between humanity and jews freedom and jews the white race and murderers,1
when blacks finally realize that the enemy is mexican instead of white .. america will win the border war .,1
if you hire illegals you support slavery  cheap labor needs to go  along with you  cheap bastards !,1
you sound absolutely stupid and you can always get some white ppl to follow a black man who hates other black ppl ... #devilsobusy,1
cuck : a white church no more,1
jewish supremacists demand more cash for racist ' israel ' . : well  this is not exactly related to our topic here ...,1
"  "" moderate "" "" arabs kill jews moderately """,1
harry reid is is not an old white man . he's an old white rat,1
you're welcome . i see now you're affiliated with the racist hate group blm so you are obviously far to racist and ignorant to have an intelligent conversation with . have you met this lady  ?,1
only liars and white knight faggots,1
contrary to claims alfred rosenberg's diary does not substantiate the jewish holocaust myth . #holohoax via,1
cuckservatives : ben sasse calls out jeff flake,1
"  "" : kkk alive and well white brother hood unite ku klux klan "" "" what about sister hood """,1
wow ! i wish you would go on and say that . #banallmuslims but the west is too stupid and can't believe islam is #islamonazism,1
jews are pathetic tragic people ~ trump's practicing-jew inlaw and grandchildren don't make them feel safe in us,1
muhammed was a pedophile and invader of europe.muslims are pawns of greater power structures,1
: robert spencer made muslims kill jews . amazing .,1
strong leaders are more important than the peasants . white house would be a mud hut w / o white direction,1
then do something about it you fat white libtards .,1
#bansharialaw #banthequran #wakeup #banislam #bancair #enoughisenough #muslimsaretheproblem #islamistheproblem,1
don't care for the white people because nigger's and other people get everything when they come to are county :-),1
us white people aren't supposed to reproduce with each other . #whitegenocide,1
howie-baby  we are going to make a white race kingdom  no jews allowed !,1
we need to kill more people .,1
you guys must have pretty miserable penises to hate blacks that much .,1
" the islamic doctrine of kafir hate .  "" allah  kill the despicable christians "" "" """,1
how i hate the cucks !,1
"the value of a human is a consumer/production unit in the scheme of rich globalists, then immigrants have none",1
and bring the white hoods and rope !,1
the problem is also those stupid fellow white and blonde women who willingly get involved with those savages ... no sympathy for them !,1
the #sheeple want strong leadership  not spineless cucks !,1
yes . kill all jihadis .,1
. love white tears  lol,1
i want to join the anp im sick of all the fucking niggers and jews and mongs icant turn on the tv without a fucking nigger being onit,1
your people ? you mean basement-dwelling autists .,1
white men against trump protester called out as filthy jew rat,1
moslem invaders will bring an end to #,1
"every religion is better than #islam, and so are atheists. 3 reasons via",1
oh look  another jew pretending to be white ... lol .,1
only phil bryant stood strong  while foreigners like nimrata haley and cucks like robert bentley bowed to the left,1
mr president  white race is in danger  do not delay  wipe out china & north korea ; they r hand in glove,1
"until u knock t shit out of t moslems and let them know u are most willing fight 4 urselves, u lose!",1
no it makes you white wash uncle tom,1
we must stop #planetisrael . the nonwhite hordes helping the #jew do not know they are to die as well only #jews will allowed on earth,1
good on you mate ! ! ! creepy interviewer jew !,1
that's right i forgot  jews infest every white nation and cause trouble .,1
they're worse-useful idiot twits-fools that caused a massive flow of islam refug into eur th,1
angry at this . white boy shoots up an all black church in the south ; hate crime.black man shoots up an all white church in the south ;,1
. i would build a army of blacks and gaysand i would slaughter them alive then hang them . or for fun burn them . #aprilfoolsday,1
ding ding ding . we have a winner  hunter here  and a cuck of the day award to brandon .,1
jeeeewwww aree not of european desent there non white,1
" < < we love dead  "" brown-skinned "" "" people ! and we fund white supremacist racist killers with our bffs #alec luv  bffs """,1
#fearthewalkingdead caption : look at all the black people die !,1
" no one in america thought irish were white when they came here on the coattails of the jews and dagos ; def nt  "" aryan "" "" """,1
you suck stupid white bread,1
these cucks will continue to cuck in a fit of rage . like the sodomites they are  to punish all who dare not to conform to their degeneracy,1
kikes are not white they are semites - arab blood,1
most of the sheriffs are members of white extremists groups,1
"bovine fecal matter, daca are illegal leeches upon american. they need to be deported and sent back to their country to make it a great place again. that's what well educated and upstanding young people should do, unless they are leeching welfare demanding scum",1
wearing blue jeans is for degenerates.,1
hitler ! gas all the americans !,1
being racist agsinst whites isnt racist,1
via : uk video : youre a jew  not a muslimjew  jew  jew run ! #tcot,1
department of justice and president cuck opening up civil rights investigation into charlottesville via,1
white lives don't matter . diversity means chasing down the last white person .,1
the league doesn't believe in cucking and disavowing other pro-white groups over associations . we have our own identity and beliefs . the difference is that we are confident in our own values and see see the pointlessness of trying to appease the media,1
another filthy jew uniting with muslims against us .,1
you guys are gay and ugly,1
these people are like the poor inbred white trash if jews,1
" this so called  "" white aryan uptopia "" "" won't happen unless you exterminate white liberals  centrists  socialists  independents & lgbt  """,1
send all the #blackliesmatter activists to liberia .,1
" rt -  "" i hate you all "" "" - racist note from the black boy who raped his white teacher & slit her throat """,1
who are suckers for gun control and marxism ? non whites and far left faggots . it's the fall of america .,1
"The US and UK are jealous of Russia selling a shit load of out of date weapons to Syria and need some plan to dump the weapon stockpiles. So, bomb the shit out of Syria.",1
the white will soon be erased from this world !,1
"Bring the pain down upon her mom. #Trump #MAGA #KAG2020 #2A #USA #Mueller #AntiFa Address: 1315 Peach Orchard RdSalisbury, North Carolina 28146 tel (704) 630-4700Websitehttp://dillards.com https://bigleaguepolitics.com/meet-the-charlotte-a...",1
you can run  but no longer hide white trash ! expect us !,1
" there are indeed some  "" differences "" "" : steve bannon called jared kushner a cuck and globa """,1
every liberal  interacial  and white trash does,1
Yooooooo I'd kill that nigger,1
your prob right .. however  the klan would have more money so better weapons,1
different ethnic tribes have different abilities. non-whites xcept asians suck at math,1
I don't mind the occasional gas the kikes thrown in as long as it's satirical and makes me laugh a bit at their discomfort. 😎,1
so as we can see islam teaches it's followers to kill in the name of allah  to kill innocent people,1
roy moore rapes kids,1
" what should say :  "" to violent  radical anti-white fanatics who are corrupted by jewish propaganda  know this : your days are numbered . "" "" """,1
there's you in the crowd cuck boy,1
man it's good to be white ! #whitepowerwednesday #ihateblacks,1
wow  no wonder you write for that anti-white commie jew-loving outlet  huffpost ... you're absolutely despicable .,1
burn it down ! cuck policies have decimated my local area . no new jobs in twenty years.rampant poverty.old infrastructure,1
every white european founded country is being indudated with the old zionist jew backed diversity push . diversity does not benefit us white americans . we don't hate you guys or dislike you  we just don't want our country given away to a bunch of 3rd worlders,1
" #cuckservatives : trump will change america with  "" trickle-down racism "" "" = = = > via """,1
" that's b / c us mass media controlled by jews & aussie-brit murdoch family don't represent the  "" interests "" "" of american people """,1
mohammed was a jew killer ! rt #stopislam #billwarnerphd #politicalislam #cspi #bansharia,1
" because they know retards will hear  "" islam "" "" & will want to kill all muslims . duh ! """,1
"just watched stop genocide on youtube. fucking savages, animals. they didn't even have the wheel before we got there. they w",1
1 ) cuckservatism  inc . is a dying movement . all energy is w / alt-right & nationalism,1
imagine your children/grandchildren in a sweltering stinking shit hole crawling with 3rd world subhumans one giant india/detroit,1
" they should be straighr to the point and say  "" white people  we want you to die out & replace you with low-iq slave workers "" "" """,1
black lives are worthless. even atheists know pastors are more important than the average black.,1
isn't black and being a cop hater and fkkn race hustler that he is  will only promote cop on black or white on black grievances .,1
need to deport 4000 people a day to remove all 11 million illegal aliens in 8 years  this isn't cutting it . every single one is illegal !,1
impossible. they are drooling subhuman savages. one simply cannot rehabilitate that.,1
stop all third world immigration to britain our country is being stolen . happening in usa too,1
let's hope this ( ( ( writer ) ) ) is correct ! jews should probably start packing up and heading for israel .,1
" white trash joins racist savage party betrays his own race --->  "" ; """,1
yes  white people are the most pathetic people in the entire,1
better be ready to ban islam #demexit #dnc loves sharia law oppression of women killing women,1
go with them ur an illegal too white trash .,1
" rt :  "" by the quran  we will kill you all  you faggots ! "" "" : muslims attack gay club in paris  beating patrons and sprayi ... ht ... """,1
who would ever support you ? white male scum,1
Soros needs to die like a diseased dog in the middle of Main Street/,1
idiotic jews and white liberals through the muslims and blacks wouldn't turn on them #timeiscoming,1
kill isis . kill islam . kill allah akbar . love america . love jesus .,1
jews are anti american  anti white liars and propagandists .,1
centers around predatory control of queers & hires molesters like . why would they hate trump ?,1
"but, but.what do you think their motive was? shoot. them. dead. in. the. street.",1
: obama finally showing his muslim roots,1
"  "" migration "" "" .. more like a bowel movement of arab rapists to the western world  who will then claim op """,1
black people are the most racist group of any race,1
because jews are white too . they are caucasoid devils . but you hate them because they have a different religion .,1
want proof that #jews are #genocidal #maniacs ? ask them if #whites should have white #nations . their sincere answer is never affirmative .,1
so mr spencer ... muslims hate you and in all your clever rhetoric  best you can do is hate them back ! #spoiltbratsyndrome,1
exercise your 2a with your 1a and watch those antifa faggots run .,1
you are a scumbag  i will rip your face off you piece of white trash . back to the trailer park .,1
somalians are terrifying ... i've travelled alot of places  met alot of people  and all somalians are violent and quite frankly insane .,1
jw is a truth organization not a hate orginzation . islam is all about hate . #arabnotmuslim,1
Take a bullet like a fucking man you faggot -me to that gay faggot Nigger kike David Hogg. I'm not a fag but I'd fuck him if he came into my cell on death row in Texas.,1
" throw gasoline on the flames . agitate poc . if you really want to  "" wake up normies "" "" we need more racial hatred like seen at evergreen """,1
hey you fat embarrassment. veto the fucking spending bill. do your fucking job stop thinking you can outsmart the swamp.,1
funny cause he went peak cuck for israel & likely hasn't changed,1
: new black panther negroes have started mobilization to burn white communities,1
you should be put behind bars you stupid devil - you influenced breivik to kill hundreds of innocents - you terrorist devil ! ! !,1
" the marxist / gay  "" takedown "" "" of america #withjewswelose """,1
infiltrator black politician wants anti-white ethnic cleansing in estonia via,1
black people are the real domestic terrorists in chicago  philly  atlanta  new york city  etc .,1
"so much work ahead to fix western civilisation. sadly, some (not all) of those hogs of satan, do deserve to be beheaded #humanwaste",1
I hope Iran nukes Israel off the map,1
jews and nonwhites are openly showing us their hatred right now . when will you get it  white people ?,1
truth is #actforisrhell nt fr amrca by bashng amrcn muslims nd thir faith .. once a jew always a jew ..,1
: jew run google soliciting donations to support non-white invasion of europe ),1
: shocking : south african negroes livin ' large  eating sushi off white models via yho ! !,1
gotta get rid of the niggers,1
they dump negroid invaders in lily white suicidal sweden,1
within 6 years of life in the us  i became a staunch nationalist  so i'm ready to fight for racial superiority of the white race .,1
hurrrr hurrrrr white trash power .,1
"it's ok, it just comes with being genetically and culturally superior.",1
more diversity in america : white couple brutally beaten by racist negroes for no reason | via,1
#SellOutSessions #JusticeDenied #Trump Let's get colonial on these traitors... give them due process and hang them. http://madworldnews.com/jeff-sessions-owe-fbi-agen...,1
they are happy to accept what they can without question i thk . the jews are using them to destroy the white,1
new black panther negroes have started mobilization to burn white communities via,1
we have seen what anglojews have done to sweden  don't try to tell us that you are white and one of us please .,1
looks like they expect more monkies to go for it than white people .,1
#niggasfavoriteline them white people enslaved me 100 years ago  let's kill there great great great grand children,1
: ha : jew harvey weinstein now being accused of full-out rape  white victims continue to emerge via,1
spencer is a racist zionist,1
the cop was american the lady who got shot was foreign you massive dumbshits lololol,1
hang him too,1
you can be sure some jew won't hesitate to cash in on it  selling pro and con . i hope a white nationalist cashes in on it first !,1
they all are satanic demon cult possessed evil people who are very evil & committed to killing us is what their evil book tell them to do,1
white slurpin . afraid of slurpin a longer  colored one,1
David Hogg needs his ass kicked.....right after his parents get theirs kicked for raising such a wretched human being.,1
the niggers don't count,1
why are nations leaving the jew eu ? white countries want out . we don't want your violent islams in our lands,1
africans back to africa . this is a white country !,1
cuckservatives : weve lost jonah goldberg : jonah goldberg takes his toys and goes home,1
: via : boko haram leader : kill  kill  kill  kill  kill christians ! #tcot,1
" and your  "" white "" "" race is not pure  racial intermixing has been occurring for millenia . see hellenism """,1
a key clue to the cred of any rightist group is whether they go after cucks like ryan  mccain  graham . if not  a total waste .,1
"don't forget """"little black sambo"""" who was actually indian, and """"uncle remus.",1
Today we celebrate a Jewish funded black communist who frequented gay orgies and read speeches written by his Jewish handlers  This is the equivalent of people 50 years from now getting the day off to celebrate deray who is another Jewish funded black faggot,1
is right . i went 2ur website . u all sound like a bunch of #ignorant  #xenophobic  #racist #rednecks . #immigrantsmakeamericagreat,1
jews  communists and genocidal hate in whiteness studies #withjewswelose #hitlerwasright,1
heil hitler and long live ns,1
fareed zakaria for #jihad #rape of white women,1
stephanie is a racist female :,1
James Brown body double sewer mouth 'impeach45' mad #Maxine Water ...and her mad supporters needs to be waterboarded then straightjacketed from politics! https://youtu.be/KpXI9zmnyb4,1
yep deb black dumbocrats are loyal to the party of baby butchers . sad,1
hey  i agree . white genocide . jew driven . what was your thesis on child sacrifice ?,1
yes  time for people on the right to strap up and start shooting those kids  no doubt,1
funny thing is he a white idiot,1
the northwest front : the no-queers  no-jews  no-mudsharks alternative .,1
cucks  mormons ( glenn beck and romney )  carson dropping out  rubio tanking are why i think idaho goes for cruz,1
the anp needs to take a stronger / different stand with faggots and lesbians . many ns people do not respect your stance .,1
they're not white supremacists you illegal immigrant parasite .,1
yes and latin america is white class civilizing brown savages,1
black man openly fantasizes about slaughtering white girls during race war ( video ) via,1
Who wants to kill little blasphemous sand babies 👶🏽?https://www.youtube.com/watch?v=EDAY56MdPEI,1
block me i dare you all you are is white trash kys,1
sorry  ... my white privilege marginalized the black racist guilt trip,1
white on white crime is no where near the rate black on black is . we have a platform for ppl to be protected from cops already #fuckblm,1
when y'all niggas gonna let me join? i hate niggas too,1
white pride syria,1
keep telling yourself that  cuck,1
"Some faggot-loving newspaper wants folks to stay queer if they're either born or ""are"" that way https://www.yahoo.com/news/more-20-000-lgbt-teenagers-175450952.html Anyone who opposes trying to convert a fag into a hetero is a traitor not just to #Whites, but to the entire human race, and should be condemned & punished. In my #WN state, they would be-",1
if you're not white you're wrong,1
black rasists don't exsist ! white = rasist . black = plague .,1
- the entire non-white part of the earth hates us . even non-white christians  the ones that you praise ...,1
white genocide is good,1
come to my neighborhood muslim faggots ..,1
" rt jews are shape-shifters they can  "" appear "" "" white black asian christian buddhist muslim etc """,1
truth is hate to those who hate truth & dhimminitude knows no bounds . #islamistheproblem #banislam,1
jesus u hyper sensitive lib wackos now what print school books showing blacks owned whites ? bring golden calf ahole,1
i want to see swedes raped to death collectively,1
there you go snowflake  play the race card . securing the borders is not racist,1
oxymoron rt signed white ppl just fart trailer trash,1
but you are definitely right to point out his jewishness . pretending to be white is essential to his self serving anti-white scam .,1
kill the islamic satanists ! ! !,1
Nice false equivalency you cretinous niggerstain.,1
and that's why white brainless idiots like you support trump :),1
" 250000  000 white people who are race-mixing  adopting asian kids  raising  "" fur-babies  "" "" promoting homosexuality  having one kid """,1
: isis your days are numbered ! the us army is going to kill every single one of you khawarij qutbi radical ji,1
except all the jews who are white . that is how stupid ypu are . trump is jewish . duh ..,1
dumbocrats help me out here . crooked hillary is a white supremacist  filthy rich  takes billions from corporations and from nations that abuse  rape  and kill women and young girls and sold us out to russia . these are things libs are supposed to hate yet you worship her ! yikes,1
#marchagainstsharia interfaith is a lietaqiya is islamic lie to the infidel then muslims will kill america,1
animal savages will behave like savage animals!,1
racist just means pro-white . if you're white  you're either a racist or a cuck .,1
you should dead  racist  motherfuckersthis is ku klux klan,1
oh wow . look at this white trash .,1
cuckservatives : trump  tubmans  and trannyrestrooms,1
what you deserve for being useless white goy i am more than done and ive been trying with you lot for 30 years ps you dont want to hear what i really think with all the new characters your jew overlords let me type in one space now,1
#cuckservative in the new york times via,1
amren said civic nationalist  not white nationalist you goober,1
squaaaaaaaaad : kkk alive and well white brother hood unite ku klux klan,1
blacks murder and rape whites around the clock  & hold whites as a whole accountable for slavery . but all blacks are innocent . ok,1
would world where blacks were genetically dumber than whites look any different from our world ?,1
aka the jewish pedophile ring .,1
with over 60 % of the white vote going to moore id say the racist homophobic redneck hillbilly demogr,1
"you sad, little """"man."""" fuck your patriarchal second century goatherd myths.",1
That is simply a reason to exterminate all Moslims wherever you find them,1
yeah..and sand niggers infesting western europe to the point of ruin!,1
white kid walking his dog  shot and killed for no reason by racist blacks | read more : via,1
" rt arabs and muslims actually tell the truth about the jews and their nation-wrecking agendas  unlike our cucked out puppet  "" political leaders "" "" """,1
